County,PQIDescription,RiskAdjRate_mean,ObsRate_mean,years_count,CtyPQIRate,CtyPhyRate,StPQIRate,StPhyRate,CtyMeanLengthStay,StMeanLengthStay,PQIRateComp,PhySupplyRateComp,z_risk,z_phys,priority_score
San Francisco,Diabetes Short-term Complications,50.78,46.660000000000004,5,,,,,,,,,-0.5705051076134809,,
San Francisco,Heart Failure,380.12,327.18,5,356.0,344.6,353.7,161.2,6.0,4.9,High,High,0.6679788884001269,1.8626206322616572,-1.1946417438615304
San Francisco,Hypertension,40.04,34.379999999999995,5,41.8,345.0,49.0,161.5,3.1,3.0,Low,High,-0.6108929078114106,1.866339868699862,-2.4772327765112725
San Francisco,Lower-Extremity Amputation (Diabetes),23.56,20.16,5,,,,,,,,,-0.6728659941486435,,
San Francisco,Overall Composite,817.1800000000001,694.4,5,,,,,,,,,2.3115442472927836,,
San Francisco,Uncontrolled Diabetes,27.04,22.240000000000002,5,,,,,,,,,-0.6597794443638394,,
San Francisco,Urinary Tract Infection,59.17999999999999,53.879999999999995,5,65.4,289.5,84.4,140.1,3.8,3.7,Low,High,-0.5389168839949885,1.3502958128989209,-1.8892126968939094
San Joaquin,Acute Composite,164.0,146.95999999999998,5,,,,,,,,,-0.14474097926994334,,
San Joaquin,Asthma in Younger Adults (Age 18-39),16.04,15.02,5,14.9,250.8,16.0,351.2,2.8,2.5,Low,Low,-0.7011449752928176,0.9904596875025892,-1.6916046627954069
San Joaquin,COPD or Asthma in Older Adults (Age 40+),161.52,141.4,5,142.7,173.1,134.7,232.4,3.9,3.9,High,Low,-0.15406702624302204,0.2679980093812716,-0.42206503562429365
San Joaquin,Chronic Composite,867.2,812.48,5,,,,,,,,,2.4996445979352826,,
San Joaquin,Community-Acquired Pneumonia,94.26,84.84,5,94.2,99.6,88.5,133.3,4.6,4.5,High,Low,-0.40699844535966523,-0.4154116861388935,0.008413240779228282
San Joaquin,Diabetes Composite,236.3,251.74,5,256.4,109.4,223.4,147.8,5.5,5.6,High,Low,0.12714337401779535,-0.3242903934028714,0.45143376742066676
San Joaquin,Diabetes Long-term Complications,98.2,100.4,5,,,,,,,,,-0.39218206428146757,,
San Joaquin,Diabetes Short-term Complications,86.38,99.94,5,,,,,,,,,-0.43663120751606055,,
San Joaquin,Heart Failure,474.18,421.41999999999996,5,465.4,115.7,353.7,161.2,4.7,4.9,High,Low,1.021691782871008,-0.265712419501143,1.287404202372151
San Joaquin,Hypertension,49.3,50.06,5,48.5,115.6,49.0,161.5,4.0,3.0,Low,Low,-0.5760706517748343,-0.2666422286106943,-0.30942842316414
San Joaquin,Lower-Extremity Amputation (Diabetes),40.160000000000004,41.879999999999995,5,,,,,,,,,-0.6104416474740035,,
San Joaquin,Overall Composite,1034.52,959.4200000000001,5,,,,,,,,,3.128851928393158,,
San Joaquin,Uncontrolled Diabetes,29.5,29.119999999999997,5,,,,,,,,,-0.6505286074469951,,
San Joaquin,Urinary Tract Infection,69.92,62.120000000000005,5,72.3,106.4,84.4,140.1,3.6,3.7,Low,Low,-0.4985290837970588,-0.3521846666894088,-0.14634441710765
San Luis Obispo,Acute Composite,147.56,151.78,5,,,,,,,,,-0.20656364549470715,,
San Luis Obispo,Asthma in Younger Adults (Age 18-39),10.5,8.55,5,7.8,286.0,16.0,351.2,1.6,2.5,Low,Low,-0.7219781608697757,1.3177524940646272,-2.039730654934403
San Luis Obispo,COPD or Asthma in Older Adults (Age 40+),87.12,79.86,5,89.0,181.6,134.7,232.4,3.3,3.9,Low,Low,-0.4338484354353838,0.3470317836931274,-0.7808802191285112
San Luis Obispo,Chronic Composite,472.78000000000003,459.36,5,,,,,,,,,1.0164270789345926,,
San Luis Obispo,Community-Acquired Pneumonia,74.06,78.64000000000001,5,110.2,96.5,88.5,133.3,4.2,4.5,High,Low,-0.48296060215651615,-0.4442357685349821,-0.03872483362153406
San Luis Obispo,Diabetes Composite,144.84,139.66,5,149.2,101.3,223.4,147.8,4.8,5.6,Low,Low,-0.21679221314259994,-0.39960493127652236,0.1828127181339224
San Luis Obispo,Diabetes Long-term Complications,63.34000000000001,60.04,5,,,,,,,,,-0.5232731922982112,,
San Luis Obispo,Diabetes Short-term Complications,54.3,53.94,5,,,,,,,,,-0.5572681377162079,,
San Luis Obispo,Heart Failure,246.56,246.98000000000002,5,277.5,127.2,353.7,161.2,4.7,4.9,Low,Low,0.1657261328660968,-0.15878437190274983,0.32451050476884663
San Luis Obispo,Hypertension,21.96,20.7,5,21.9,128.2,49.0,161.5,2.6,3.0,Low,Low,-0.6788827986474039,-0.1494862808072375,-0.5293965178401664
San Luis Obispo,Lower-Extremity Amputation (Diabetes),20.28,20.7,5,,,,,,,,,-0.6852004433711024,,
San Luis Obispo,Overall Composite,621.1800000000001,611.1600000000001,5,,,,,,,,,1.574485696194626,,
San Luis Obispo,Uncontrolled Diabetes,17.0,15.8,5,,,,,,,,,-0.6975348925935614,,
San Luis Obispo,Urinary Tract Infection,73.7,73.17999999999999,5,84.9,106.9,84.4,140.1,4.4,3.7,High,Low,-0.4843143831687373,-0.34753562114165254,-0.13677876202708478
San Mateo,Acute Composite,121.02000000000001,92.12,5,,,,,,,,,-0.3063673901178964,,
San Mateo,Asthma in Younger Adults (Age 18-39),11.419999999999998,6.68,5,9.6,400.4,16.0,351.2,3.0,2.5,Low,High,-0.7185184982829885,2.3814541153912514,-3.09997261367424
San Mateo,COPD or Asthma in Older Adults (Age 40+),109.88,62.44,5,66.5,224.8,134.7,232.4,3.8,3.9,Low,Low,-0.3482593914405162,0.7487093190192654,-1.0969687104597816
San Mateo,Chronic Composite,628.5,427.5,5,,,,,,,,,1.602012576776455,,
San Mateo,Community-Acquired Pneumonia,60.42,41.88,5,60.0,140.2,88.5,133.3,4.2,4.5,Low,High,-0.534253860508449,-0.03790918766108809,-0.49634467284736095
San Mateo,Diabetes Composite,180.34,113.04,5,136.9,151.6,223.4,147.8,6.0,5.6,Low,High,-0.08329436332635205,0.0680890508277539,-0.15138341415410594
San Mateo,Diabetes Long-term Complications,82.82000000000001,53.98,5,,,,,,,,,-0.45001859752580253,,
San Mateo,Diabetes Short-term Complications,59.68000000000001,34.160000000000004,5,,,,,,,,,-0.5370366325891258,,
San Mateo,Heart Failure,334.96,254.28000000000003,5,276.1,164.6,353.7,161.2,5.0,4.9,Low,High,0.4981545814226126,0.18896423506941576,0.30919034635319687
San Mateo,Hypertension,27.82,18.14,5,20.4,163.4,49.0,161.5,2.7,3.0,Low,High,-0.6568462521706937,0.17780652575480094,-0.8346527779254946
San Mateo,Lower-Extremity Amputation (Diabetes),30.72,19.38,5,,,,,,,,,-0.6459407940166904,,
San Mateo,Overall Composite,745.94,519.62,5,,,,,,,,,2.0436460269854737,,
San Mateo,Uncontrolled Diabetes,23.259999999999998,15.819999999999999,5,,,,,,,,,-0.673994144992161,,
San Mateo,Urinary Tract Infection,59.239999999999995,50.2,5,53.3,149.9,84.4,140.1,3.6,3.7,Low,High,-0.5386912538262849,0.05228229596538284,-0.5909735497916677
Santa Barbara,Acute Composite,121.55999999999999,112.88000000000002,5,,,,,,,,,-0.3043367185995648,,
Santa Barbara,Asthma in Younger Adults (Age 18-39),10.540000000000001,8.1,5,6.7,294.9,16.0,351.2,1.4,2.5,Low,Low,-0.7218277407573067,1.400505504814688,-2.1223332455719945
Santa Barbara,COPD or Asthma in Older Adults (Age 40+),102.3,85.56,5,84.8,231.5,134.7,232.4,3.5,3.9,Low,Low,-0.3767640027533939,0.8110065293591988,-1.1877705321125926
Santa Barbara,Chronic Composite,495.86,432.64,5,,,,,,,,,1.1032194838292122,,
Santa Barbara,Community-Acquired Pneumonia,55.42,49.7,5,62.1,115.0,88.5,133.3,3.9,4.5,Low,Low,-0.5530563745670756,-0.27222108326800176,-0.2808352912990738
Santa Barbara,Diabetes Composite,164.38,148.16,5,151.5,127.5,223.4,147.8,5.3,5.6,Low,Low,-0.14331198820148774,-0.1559949445740961,0.012682956372608356
Santa Barbara,Diabetes Long-term Complications,77.84,67.62,5,,,,,,,,,-0.4687459015281945,,
Santa Barbara,Diabetes Short-term Complications,55.8,53.3,5,,,,,,,,,-0.55162738349862,,
Santa Barbara,Heart Failure,233.14000000000001,210.32,5,221.8,148.0,353.7,161.2,4.4,4.9,Low,Low,0.11526018513274343,0.034615922883909134,0.0806442622488343
Santa Barbara,Hypertension,26.78,22.740000000000002,5,21.9,146.5,49.0,161.5,3.0,3.0,Low,Low,-0.660757175094888,0.020668786240640453,-0.6814259613355285
Santa Barbara,Lower-Extremity Amputation (Diabetes),20.0,17.68,5,,,,,,,,,-0.6862533841583854,,
Santa Barbara,Overall Composite,615.3399999999999,545.5400000000001,5,,,,,,,,,1.5525243597741498,,
Santa Barbara,Uncontrolled Diabetes,20.7,18.34,5,,,,,,,,,-0.6836210321901778,,
Santa Barbara,Urinary Tract Infection,65.3,63.220000000000006,5,75.8,125.8,84.4,140.1,3.6,3.7,Low,Low,-0.5159026067872297,-0.1718016994364673,-0.3441009073507624
Santa Clara,Acute Composite,170.72,114.24000000000001,5,,,,,,,,,-0.11947040037514939,,
Santa Clara,Asthma in Younger Adults (Age 18-39),15.459999999999999,8.72,5,11.8,438.2,16.0,351.2,2.7,2.5,Low,High,-0.7033260669236182,2.7329219588016223,-3.4362480257252406
Santa Clara,COPD or Asthma in Older Adults (Age 40+),152.5,82.9,5,89.9,308.8,134.7,232.4,4.2,3.9,Low,High,-0.1879867616047842,1.5297489710423113,-1.7177357326470954
Santa Clara,Chronic Composite,802.4,500.86,5,,,,,,,,,2.255964015735483,,
Santa Clara,Community-Acquired Pneumonia,90.92,56.04,5,68.8,169.0,88.5,133.3,5.2,4.5,Low,High,-0.4195585247508277,0.2298758358896706,-0.6494343606404983
Santa Clara,Diabetes Composite,227.44,138.56,5,151.7,194.6,223.4,147.8,6.5,5.6,Low,High,0.0938253191059092,0.46790696793478925,-0.37408164882888006
Santa Clara,Diabetes Long-term Complications,102.62,62.1,5,,,,,,,,,-0.3755606418536418,,
Santa Clara,Diabetes Short-term Complications,69.94,42.62,5,,,,,,,,,-0.49845387374082434,,
Santa Clara,Heart Failure,409.06,277.3,5,308.1,201.5,353.7,161.2,5.8,4.9,Low,High,0.7768078397714568,0.5320637964938253,0.24474404327763155
Santa Clara,Hypertension,53.4,32.519999999999996,5,40.1,200.2,49.0,161.5,3.4,3.0,Low,High,-0.5606525902467606,0.519976278069659,-1.0806288683164196
Santa Clara,Lower-Extremity Amputation (Diabetes),39.08,23.080000000000002,5,,,,,,,,,-0.6145029905106669,,
Santa Clara,Overall Composite,971.0,615.1,5,,,,,,,,,2.8899847897923676,,
Santa Clara,Uncontrolled Diabetes,35.62,22.1,5,,,,,,,,,-0.6275143302392364,,
Santa Clara,Urinary Tract Infection,79.2,58.160000000000004,5,65.1,175.9,84.4,140.1,4.4,3.7,Low,High,-0.46363161770424816,0.29403266444870657,-0.7576642821529547
Santa Cruz,Acute Composite,141.64000000000001,128.9,5,,,,,,,,,-0.22882582214012082,,
Santa Cruz,Asthma in Younger Adults (Age 18-39),9.7,7.8,5,7.2,370.9,16.0,351.2,1.8,2.5,Low,High,-0.724986563119156,2.1071604280736342,-2.8321469911927903
Santa Cruz,COPD or Asthma in Older Adults (Age 40+),101.3,88.06,5,93.7,236.7,134.7,232.4,4.5,3.9,Low,High,-0.3805245055651192,0.8593566030558634,-1.2398811086209824
Santa Cruz,Chronic Composite,511.73999999999995,460.84,5,,,,,,,,,1.1629362684794096,,
Santa Cruz,Community-Acquired Pneumonia,60.6,55.760000000000005,5,62.0,144.1,88.5,133.3,4.6,4.5,Low,High,-0.5335769700023386,-0.0016466323885894793,-0.5319303376137491
Santa Cruz,Diabetes Composite,165.35999999999999,156.84,5,163.2,148.7,223.4,147.8,5.5,5.6,Low,High,-0.139626695445997,0.04112458665076774,-0.18075128209676475
Santa Cruz,Diabetes Long-term Complications,79.4,74.82000000000001,5,,,,,,,,,-0.46287951714190306,,
Santa Cruz,Diabetes Short-term Complications,46.660000000000004,45.92,5,,,,,,,,,-0.5859983791977892,,
Santa Cruz,Heart Failure,245.82,219.16,5,278.4,165.0,353.7,161.2,4.6,4.9,Low,High,0.16294336078542004,0.1926834715076208,-0.029740110722200758
Santa Cruz,Hypertension,32.019999999999996,28.26,5,35.0,164.3,49.0,161.5,2.5,3.0,Low,High,-0.6410521403614475,0.18617480774076217,-0.8272269481022096
Santa Cruz,Lower-Extremity Amputation (Diabetes),30.2,29.22,5,,,,,,,,,-0.6478962554787875,,
Santa Cruz,Overall Composite,653.62,589.76,5,,,,,,,,,1.6964764074069945,,
Santa Cruz,Uncontrolled Diabetes,23.240000000000002,20.4,5,,,,,,,,,-0.6740693550483955,,
Santa Cruz,Urinary Tract Infection,81.67999999999999,73.14000000000001,5,91.4,157.8,84.4,140.1,3.9,3.7,High,High,-0.45430557073116945,0.12573721561993126,-0.5800427863511007
Shasta,Acute Composite,226.0,257.62,5,,,,,,,,,0.08841019505702478,,
Shasta,Asthma in Younger Adults (Age 18-39),16.119999999999997,15.8,5,18.9,401.5,16.0,351.2,1.2,2.5,High,High,-0.7008441350678796,2.391682015596315,-3.092526150664195
Shasta,COPD or Asthma in Older Adults (Age 40+),208.35999999999999,206.82,5,237.3,205.1,134.7,232.4,3.5,3.9,High,Low,0.02207492545819057,0.56553692443767,-0.5434619989794794
Shasta,Chronic Composite,790.6,935.26,5,,,,,,,,,2.211590082557125,,
Shasta,Community-Acquired Pneumonia,141.66,159.0,5,214.1,122.3,88.5,133.3,4.2,4.5,High,Low,-0.2287506120838864,-0.20434501827076088,-0.024405593813125515
Shasta,Diabetes Composite,225.76,266.26,5,295.3,136.3,223.4,147.8,4.4,5.6,High,Low,0.08750767438221069,-0.07417174293358643,0.1616794173157971
Shasta,Diabetes Long-term Complications,79.28,97.52000000000001,5,,,,,,,,,-0.4633307774793101,,
Shasta,Diabetes Short-term Complications,110.92,119.2,5,,,,,,,,,-0.34434846851632184,,
Shasta,Heart Failure,381.8,471.84,5,521.4,157.9,353.7,161.2,4.4,4.9,High,Low,0.6742965331238254,0.12666702472948244,0.547629508394343
Shasta,Hypertension,47.46,54.94,5,67.1,157.7,49.0,161.5,3.6,3.0,High,Low,-0.5829899769484089,0.1248074065103798,-0.7077973834587887
Shasta,Lower-Extremity Amputation (Diabetes),27.360000000000003,35.12,5,,,,,,,,,-0.6585760834640872,,
Shasta,Overall Composite,1015.5,1192.86,5,,,,,,,,,3.057327164914143,,
Shasta,Uncontrolled Diabetes,24.78,29.639999999999997,5,,,,,,,,,-0.6682781807183386,,
Shasta,Urinary Tract Infection,85.4,98.61999999999999,5,111.6,124.9,84.4,140.1,4.3,3.7,High,Low,-0.4403165002715513,-0.18016998142242843,-0.2601465188491229
Sierra,Acute Composite,118.46,156.73999999999998,5,,,,,,,,,-0.3159942773159132,,
Sierra,Asthma in Younger Adults (Age 18-39),0.0,0.0,5,0.0,0.0,16.0,351.2,0.0,2.5,Low,Low,-0.7614634403928913,-1.3415015592519335,0.5800381188590422
Sierra,COPD or Asthma in Older Adults (Age 40+),222.15,200.5,5,94.2,0.0,134.7,232.4,1.5,3.9,Low,Low,0.07393225923188243,-1.3415015592519335,1.415433818483816
Sierra,Chronic Composite,290.15000000000003,353.775,5,,,,,,,,,0.32964645042920243,,
Sierra,Community-Acquired Pneumonia,55.260000000000005,74.68,5,112.4,0.0,88.5,133.3,3.7,4.5,High,Low,-0.5536580550169516,-1.3415015592519335,0.7878435042349818
Sierra,Diabetes Composite,59.54,67.3,5,74.9,0.0,223.4,147.8,15.5,5.6,Low,Low,-0.5375631029827674,-1.3415015592519335,0.803938456269166
Sierra,Diabetes Long-term Complications,41.74,52.4,5,,,,,,,,,-0.6045000530314776,,
Sierra,Diabetes Short-term Complications,8.26,7.459999999999999,5,,,,,,,,,-0.7304016871680404,,
Sierra,Heart Failure,77.53999999999999,104.54,5,112.4,0.0,353.7,161.2,3.0,4.9,Low,Low,-0.46987405237171215,-1.3415015592519335,0.8716275068802213
Sierra,Hypertension,5.5,7.5,5,37.5,0.0,49.0,161.5,3.0,3.0,Low,Low,-0.7407806749284022,-1.3415015592519335,0.6007208843235313
Sierra,Lower-Extremity Amputation (Diabetes),22.7,30.02,5,,,,,,,,,-0.6761000265667272,,
Sierra,Overall Composite,428.25,530.75,5,,,,,,,,,0.8489718887284652,,
Sierra,Uncontrolled Diabetes,0.0,0.0,5,,,,,,,,,-0.7614634403928913,,
Sierra,Urinary Tract Infection,63.760000000000005,82.1,5,112.4,0.0,84.4,140.1,4.7,3.7,High,Low,-0.5216937811172867,-1.3415015592519335,0.8198077781346468
Siskiyou,Acute Composite,185.68,273.65999999999997,5,,,,,,,,,-0.06321327831173898,,
Siskiyou,Asthma in Younger Adults (Age 18-39),5.725,5.074999999999999,5,0.0,360.7,16.0,351.2,0.0,2.5,Low,High,-0.739934561795764,2.012319898899407,-2.752254460695171
Siskiyou,COPD or Asthma in Older Adults (Age 40+),147.2,160.28,5,119.4,133.8,134.7,232.4,2.9,3.9,Low,Low,-0.2079174265069283,-0.09741697067236756,-0.11050045583456074
Siskiyou,Chronic Composite,414.46000000000004,582.1,5,,,,,,,,,0.7971145549547736,,
Siskiyou,Community-Acquired Pneumonia,127.05999999999999,194.24,5,241.0,90.1,88.5,133.3,2.6,4.5,High,Low,-0.2836539531350757,-0.5037435515462618,0.22008959841118614
Siskiyou,Diabetes Composite,164.12,222.26,5,264.3,90.3,223.4,147.8,3.6,5.6,High,Low,-0.14428971893253628,-0.5018839333271593,0.357594214394623
Siskiyou,Diabetes Long-term Complications,41.42,59.86,5,,,,,,,,,-0.6057034139312296,,
Siskiyou,Diabetes Short-term Complications,110.55999999999999,127.88,5,,,,,,,,,-0.345702249528543,,
Siskiyou,Heart Failure,147.56,218.64000000000001,5,194.6,114.8,353.7,161.2,2.8,4.9,Low,Low,-0.20656364549470715,-0.2740807014871043,0.06751705599239713
Siskiyou,Hypertension,16.3,22.479999999999997,5,37.8,114.8,49.0,161.5,2.4,3.0,Low,Low,-0.700167244561769,-0.2740807014871043,-0.42608654307466476
Siskiyou,Lower-Extremity Amputation (Diabetes),17.46,27.6,5,,,,,,,,,-0.6958050613001676,,
Siskiyou,Overall Composite,602.5600000000001,855.76,5,,,,,,,,,1.5044651338403012,,
Siskiyou,Uncontrolled Diabetes,12.32,17.259999999999998,5,,,,,,,,,-0.7151340457524358,,
Siskiyou,Urinary Tract Infection,56.54,79.42,5,81.3,105.3,84.4,140.1,3.0,3.7,Low,Low,-0.5488446114179433,-0.36241256689447254,-0.18643204452347073
Solano,Acute Composite,176.34,139.54000000000002,5,,,,,,,,,-0.09833637457325323,,
Solano,Asthma in Younger Adults (Age 18-39),18.580000000000002,13.76,5,17.6,356.6,16.0,351.2,3.0,2.5,High,High,-0.6915932981510353,1.9741977254078065,-2.6657910235588416
Solano,COPD or Asthma in Older Adults (Age 40+),151.18,107.42,5,107.7,214.5,134.7,232.4,4.1,3.9,Low,Low,-0.19295062531626156,0.6529389807354871,-0.8458896060517487
Solano,Chronic Composite,786.48,624.54,5,,,,,,,,,2.1960968109728167,,
Solano,Community-Acquired Pneumonia,101.4,79.52000000000001,5,98.4,128.6,88.5,133.3,4.3,4.5,High,Low,-0.38014845528394664,-0.14576704436903246,-0.23438141091491418
Solano,Diabetes Composite,237.16,190.74,5,202.5,140.5,223.4,147.8,6.3,5.6,Low,Low,0.13037740643587903,-0.03511976033243425,0.16549716676831328
Solano,Diabetes Long-term Complications,111.97999999999999,90.0,5,,,,,,,,,-0.34036233553589307,,
Solano,Diabetes Short-term Complications,72.38,59.92,5,,,,,,,,,-0.48927824688021465,,
Solano,Heart Failure,394.88,329.36,5,363.7,160.3,353.7,161.2,5.1,4.9,High,Low,0.7234839099011922,0.14898244335871239,0.5745014665424798
Solano,Hypertension,45.18,32.7,5,37.8,162.6,49.0,161.5,3.1,3.0,Low,High,-0.5915639233591425,0.17036805287839085,-0.7619319762375334
Solano,Lower-Extremity Amputation (Diabetes),59.92,49.64,5,,,,,,,,,-0.5361341119143117,,
Solano,Overall Composite,963.8799999999999,764.08,5,,,,,,,,,2.863210009772883,,
Solano,Uncontrolled Diabetes,21.36,16.0,5,,,,,,,,,-0.681139100334439,,
Solano,Urinary Tract Infection,75.0,60.04,5,68.8,140.1,84.4,140.1,3.9,3.7,Low,High,-0.4794257295134944,-0.03883899677063928,-0.4405867327428551
Sonoma,Acute Composite,149.5,131.02,5,,,,,,,,,-0.1992682700399601,,
Sonoma,Asthma in Younger Adults (Age 18-39),11.459999999999999,8.26,5,12.5,463.2,16.0,351.2,2.0,2.5,Low,High,-0.7183680781705194,2.9653742361894335,-3.683742314359953
Sonoma,COPD or Asthma in Older Adults (Age 40+),155.88,110.38,5,117.2,228.3,134.7,232.4,3.5,3.9,Low,Low,-0.17527626210115274,0.781252637853559,-0.9565288999547118
Sonoma,Chronic Composite,665.38,558.5600000000001,5,,,,,,,,,1.7406999204728837,,
Sonoma,Community-Acquired Pneumonia,74.8,64.05999999999999,5,73.6,146.5,88.5,133.3,3.8,4.5,Low,High,-0.4801778300758394,0.020668786240640453,-0.5008466163164799
Sonoma,Diabetes Composite,195.28,154.24,5,178.0,157.4,223.4,147.8,6.4,5.6,Low,High,-0.02711245131917619,0.12201797918172622,-0.1491304305009024
Sonoma,Diabetes Long-term Complications,92.3,76.7,5,,,,,,,,,-0.4143690308706468,,
Sonoma,Diabetes Short-term Complications,67.34,49.88,5,,,,,,,,,-0.50823118105131,,
Sonoma,Heart Failure,326.98,300.9,5,362.7,178.2,353.7,161.2,4.5,4.9,High,High,0.4681457689850449,0.315418273968385,0.1527274950166599
Sonoma,Hypertension,36.14,26.82,5,35.0,179.0,49.0,161.5,2.5,3.0,Low,High,-0.6255588687771393,0.3228567468447951,-0.9484156156219343
Sonoma,Lower-Extremity Amputation (Diabetes),31.48,25.82,5,,,,,,,,,-0.6430828118797791,,
Sonoma,Overall Composite,813.88,689.58,5,,,,,,,,,2.29913458801409,,
Sonoma,Uncontrolled Diabetes,20.34,15.680000000000001,5,,,,,,,,,-0.6849748132023988,,
Sonoma,Urinary Tract Infection,73.94000000000001,66.97999999999999,5,73.3,155.4,84.4,140.1,3.5,3.7,Low,High,-0.4834118624939232,0.10342179699070132,-0.5868336594846245
Stanislaus,Acute Composite,249.08,204.57999999999998,5,,,,,,,,,0.17520259995164458,,
Stanislaus,Asthma in Younger Adults (Age 18-39),21.2,18.759999999999998,5,18.5,262.9,16.0,351.2,2.4,2.5,High,Low,-0.6817407807843151,1.1029665897582894,-1.7847073705426046
Stanislaus,COPD or Asthma in Older Adults (Age 40+),234.51999999999998,185.34,5,208.2,185.9,134.7,232.4,3.8,3.9,High,Low,0.12044967901292421,0.3870135754038311,-0.2665638963909069
Stanislaus,Chronic Composite,1015.6,915.0799999999999,5,,,,,,,,,3.057703215195316,,
Stanislaus,Community-Acquired Pneumonia,150.74,124.12,5,137.3,101.0,88.5,133.3,4.6,4.5,High,Low,-0.19460524655342068,-0.40239435860517603,0.20778911205175535
Stanislaus,Diabetes Composite,294.26000000000005,294.0,5,319.8,109.4,223.4,147.8,6.1,5.6,High,Low,0.34510211698539345,-0.3242903934028714,0.6693925103882649
Stanislaus,Diabetes Long-term Complications,141.08,136.4,5,,,,,,,,,-0.230931703714687,,
Stanislaus,Diabetes Short-term Complications,83.22,87.46000000000001,5,,,,,,,,,-0.44851439640111246,,
Stanislaus,Heart Failure,506.03999999999996,454.28000000000003,5,525.9,129.8,353.7,161.2,4.8,4.9,High,Low,1.1415014024525756,-0.13460933505441736,1.2761107375069929
Stanislaus,Hypertension,54.220000000000006,50.94,5,62.4,134.4,49.0,161.5,2.6,3.0,High,Low,-0.5575689779411459,-0.09183811601506014,-0.46573086192608576
Stanislaus,Lower-Extremity Amputation (Diabetes),54.67999999999999,55.67999999999999,5,,,,,,,,,-0.5558391466477522,,
Stanislaus,Overall Composite,1268.3200000000002,1119.6200000000001,5,,,,,,,,,4.008057485774532,,
Stanislaus,Uncontrolled Diabetes,44.32,41.879999999999995,5,,,,,,,,,-0.5947979557772264,,
Stanislaus,Urinary Tract Infection,98.44,80.47999999999999,5,87.3,109.9,84.4,140.1,4.3,3.7,High,Low,-0.3912795436066535,-0.31964134785511517,-0.07163819575153835
Sutter,Acute Composite,257.0,242.1,5,,,,,,,,,0.20498578222050884,,
Sutter,Asthma in Younger Adults (Age 18-39),16.65,14.75,5,14.1,231.0,16.0,351.2,5.5,2.5,Low,Low,-0.6988510685776652,0.8063574838114426,-1.505208552389108
Sutter,COPD or Asthma in Older Adults (Age 40+),284.5,242.7,5,251.6,144.5,134.7,232.4,5.1,3.9,High,Low,0.30839960954295437,0.002072604049615554,0.3063270054933388
Sutter,Chronic Composite,1075.26,1023.9,5,,,,,,,,,3.2820548129428464,,
Sutter,Community-Acquired Pneumonia,130.07999999999998,122.1,5,133.0,82.1,88.5,133.3,6.4,4.5,High,Low,-0.27229723464366534,-0.5781282803103615,0.3058310456666961
Sutter,Diabetes Composite,262.26,263.21999999999997,5,298.7,97.3,223.4,147.8,6.9,5.6,High,Low,0.22476602701018386,-0.43679729565857217,0.6615633226687561
Sutter,Diabetes Long-term Complications,102.2,104.05999999999999,5,,,,,,,,,-0.3771400530345664,,
Sutter,Diabetes Short-term Complications,97.04,98.1,5,,,,,,,,,-0.3965442475430689,,
Sutter,Heart Failure,574.48,549.64,5,582.4,89.6,353.7,161.2,6.6,4.9,High,Low,1.3988702148870547,-0.5083925970940181,1.9072628119810728
Sutter,Hypertension,58.44,57.239999999999995,5,43.4,91.9,49.0,161.5,3.6,3.0,Low,Low,-0.5416996560756652,-0.4870069875743393,-0.05469266850132587
Sutter,Lower-Extremity Amputation (Diabetes),44.279999999999994,46.22,5,,,,,,,,,-0.5949483758896954,,
Sutter,Overall Composite,1331.74,1266.0,5,,,,,,,,,4.24654857409415,,
Sutter,Uncontrolled Diabetes,40.260000000000005,36.739999999999995,5,,,,,,,,,-0.610065597192831,,
Sutter,Urinary Tract Infection,127.78,119.97999999999999,5,123.5,87.0,84.4,140.1,4.8,3.7,High,Low,-0.2809463911106334,-0.5325676339423504,0.251621242831717
Tehama,Acute Composite,156.32,172.16,5,,,,,,,,,-0.17362164086399362,,
Tehama,Asthma in Younger Adults (Age 18-39),12.675,10.425,5,6.0,158.5,16.0,351.2,2.0,2.5,Low,Low,-0.7137990672542732,0.13224587938678986,-0.8460449466410631
Tehama,COPD or Asthma in Older Adults (Age 40+),181.34,164.28000000000003,5,168.3,78.2,134.7,232.4,2.9,3.9,High,Low,-0.07953386051462676,-0.6143908355828599,0.5348569750682332
Tehama,Chronic Composite,800.58,904.26,5,,,,,,,,,2.2491199006181435,,
Tehama,Community-Acquired Pneumonia,93.24,104.46,5,89.3,55.3,88.5,133.3,4.1,4.5,High,Low,-0.41083415822762503,-0.8273171216700951,0.41648296344247004
Tehama,Diabetes Composite,245.51999999999998,277.56,5,298.3,53.0,223.4,147.8,3.5,5.6,High,Low,0.16181520994190243,-0.8487027311897737,1.010517941131676
Tehama,Diabetes Long-term Complications,82.32,95.56,5,,,,,,,,,-0.45189884893166526,,
Tehama,Diabetes Short-term Complications,132.56,138.82,5,,,,,,,,,-0.2629711876705865,,
Tehama,Heart Failure,395.23999999999995,471.1,5,501.2,58.4,353.7,161.2,3.7,4.9,High,Low,0.7248376909134131,-0.7984930392740064,1.5233307301874195
Tehama,Hypertension,37.08,42.38,5,52.8,58.4,49.0,161.5,2.2,3.0,High,Low,-0.6220239961341175,-0.7984930392740064,0.17646904313988887
Tehama,Lower-Extremity Amputation (Diabetes),37.54,46.760000000000005,5,,,,,,,,,-0.6202941648407239,,
