County,PQIDescription,RiskAdjRate_mean,ObsRate_mean,years_count,CtyPQIRate,CtyPhyRate,StPQIRate,StPhyRate,CtyMeanLengthStay,StMeanLengthStay,PQIRateComp,PhySupplyRateComp,z_risk,z_phys,priority_score
Tehama,Overall Composite,957.74,1076.42,5,,,,,,,,,2.84012052250889,,
Tehama,Uncontrolled Diabetes,16.740000000000002,18.919999999999998,5,,,,,,,,,-0.6985126233246098,,
Tehama,Urinary Tract Infection,62.760000000000005,67.72,5,71.0,59.0,84.4,140.1,3.5,3.7,Low,Low,-0.525454283929012,-0.7929141846166989,0.267459900687687
Trinity,Acute Composite,121.48000000000002,217.61999999999998,5,,,,,,,,,-0.3046375588245027,,
Trinity,Asthma in Younger Adults (Age 18-39),9.66,13.459999999999999,5,35.3,60.3,16.0,351.2,6.0,2.5,High,Low,-0.725136983231625,-0.7808266661925328,0.055689682960907816
Trinity,COPD or Asthma in Older Adults (Age 40+),66.66,97.03999999999999,5,99.0,16.9,134.7,232.4,3.8,3.9,Low,Low,-0.5107883229632834,-1.184363819737773,0.6735754967744897
Trinity,Chronic Composite,205.3,376.78000000000003,5,,,,,,,,,0.010567786854311275,,
Trinity,Community-Acquired Pneumonia,64.26,122.67999999999999,5,170.2,13.2,88.5,133.3,3.5,4.5,High,Low,-0.519813529711424,-1.2187667567911693,0.6989532270797453
Trinity,Diabetes Composite,54.06,92.02000000000001,5,131.5,13.2,223.4,147.8,9.4,5.6,Low,Low,-0.558170658391022,-1.2187667567911693,0.6605960984001473
Trinity,Diabetes Long-term Complications,28.339999999999996,52.17999999999999,5,,,,,,,,,-0.6548907907085965,,
Trinity,Diabetes Short-term Complications,13.52,18.32,5,,,,,,,,,-0.7106214423783653,,
Trinity,Heart Failure,96.12,185.18,5,232.1,48.7,353.7,161.2,4.3,4.9,Low,Low,-0.4000039101298562,-0.8886845229004772,0.48868061277062097
Trinity,Hypertension,11.6,21.419999999999998,5,30.9,48.7,49.0,161.5,3.5,3.0,Low,Low,-0.7178416077768779,-0.8886845229004772,0.17084291512359928
Trinity,Lower-Extremity Amputation (Diabetes),11.919999999999998,24.619999999999997,5,,,,,,,,,-0.7166382468771259,,
Trinity,Overall Composite,326.03999999999996,594.4,5,,,,,,,,,0.4646108963420229,,
Trinity,Uncontrolled Diabetes,5.38,10.78,5,,,,,,,,,-0.7412319352658092,,
Trinity,Urinary Tract Infection,57.279999999999994,94.92,5,116.0,13.2,84.4,140.1,3.1,3.7,High,Low,-0.5460618393372666,-1.2187667567911693,0.6727049174539027
Tulare,Acute Composite,220.1,201.78,5,,,,,,,,,0.06622322846784554,,
Tulare,Asthma in Younger Adults (Age 18-39),13.040000000000001,13.080000000000002,5,16.2,187.6,16.0,351.2,2.9,2.5,High,Low,-0.7124264837279936,0.4028203302662021,-1.1152468139941956
Tulare,COPD or Asthma in Older Adults (Age 40+),171.7,166.62,5,169.4,146.5,134.7,232.4,4.2,3.9,High,Low,-0.11578510761965864,0.020668786240640453,-0.1364538938602991
Tulare,Chronic Composite,761.7,771.2,5,,,,,,,,,2.102911551298264,,
Tulare,Community-Acquired Pneumonia,122.2,114.41999999999999,5,121.1,76.1,88.5,133.3,5.0,4.5,High,Low,-0.30192999680006055,-0.6339168268834361,0.33198683008337554
Tulare,Diabetes Composite,251.01999999999998,295.52,5,314.3,85.9,223.4,147.8,6.0,5.6,High,Low,0.18249797540639154,-0.542795534147414,0.7252935095538056
Tulare,Diabetes Long-term Complications,125.25999999999999,139.66,5,,,,,,,,,-0.2904228581961812,,
Tulare,Diabetes Short-term Complications,85.4,111.5,5,,,,,,,,,-0.4403165002715513,,
Tulare,Heart Failure,353.98,338.08000000000004,5,327.3,95.9,353.7,161.2,4.9,4.9,Low,Low,0.5696793449016277,-0.4498146231922895,1.0194939680939172
Tulare,Hypertension,35.660000000000004,39.28,5,41.6,98.6,49.0,161.5,3.3,3.0,Low,Low,-0.6273639101267674,-0.424709777234406,-0.2026541328923614
Tulare,Lower-Extremity Amputation (Diabetes),41.18,47.980000000000004,5,,,,,,,,,-0.6066059346060437,,
Tulare,Overall Composite,982.4799999999999,973.0,5,,,,,,,,,2.933155362070974,,
Tulare,Uncontrolled Diabetes,26.459999999999997,28.54,5,,,,,,,,,-0.66196053599464,,
Tulare,Urinary Tract Infection,97.88,87.36,5,93.0,88.3,84.4,140.1,4.4,3.7,High,Low,-0.3933854251812197,-0.5204801155181842,0.12709469033696447
Tuolumne,Acute Composite,155.45999999999998,206.35999999999999,5,,,,,,,,,-0.1768556732820774,,
Tuolumne,Asthma in Younger Adults (Age 18-39),14.1,13.3,5,23.2,311.0,16.0,351.2,5.3,2.5,High,Low,-0.7084403507475647,1.5502047714524385,-2.2586451222000035
Tuolumne,COPD or Asthma in Older Adults (Age 40+),170.7,189.52,5,159.8,130.3,134.7,232.4,3.7,3.9,High,Low,-0.11954561043138393,-0.12996028950666114,0.010414679075277211
Tuolumne,Chronic Composite,585.8199999999999,761.02,5,,,,,,,,,1.4415143167720192,,
Tuolumne,Community-Acquired Pneumonia,89.52000000000001,118.22,5,102.6,76.5,88.5,133.3,3.6,4.5,High,Low,-0.4248232286872431,-0.630197590445231,0.20537436175798796
Tuolumne,Diabetes Composite,178.44,213.28000000000003,5,194.0,79.3,223.4,147.8,5.0,5.6,Low,Low,-0.09043931866863013,-0.6041629353777963,0.5137236167091662
Tuolumne,Diabetes Long-term Complications,73.6,90.46000000000001,5,,,,,,,,,-0.4846904334499098,,
Tuolumne,Diabetes Short-term Complications,86.96000000000001,91.46,5,,,,,,,,,-0.43445011588525984,,
Tuolumne,Heart Failure,262.76,364.48,5,318.8,120.3,353.7,161.2,4.3,4.9,Low,Low,0.2266462784160465,-0.22294120046178578,0.4495874788778323
Tuolumne,Hypertension,35.339999999999996,45.62,5,49.1,116.5,49.0,161.5,3.3,3.0,High,Low,-0.6285672710265194,-0.2582739466247331,-0.37029332440178636
Tuolumne,Lower-Extremity Amputation (Diabetes),24.56,31.439999999999998,5,,,,,,,,,-0.6691054913369181,,
Tuolumne,Overall Composite,741.6600000000001,967.3799999999999,5,,,,,,,,,2.0275510749512895,,
Tuolumne,Uncontrolled Diabetes,13.1,18.119999999999997,5,,,,,,,,,-0.71220085355929,,
Tuolumne,Urinary Tract Infection,66.06,88.12,5,91.4,86.6,84.4,140.1,4.0,3.7,High,Low,-0.5130446246503185,-0.5362868703805554,0.02324224573023692
Ventura,Acute Composite,217.38000000000002,179.7,5,,,,,,,,,0.05599466081995286,,
Ventura,Asthma in Younger Adults (Age 18-39),9.82,7.24,5,10.6,360.3,16.0,351.2,2.4,2.5,Low,High,-0.7245353027817489,2.0086006624612027,-2.7331359652429517
Ventura,COPD or Asthma in Older Adults (Age 40+),160.54,112.08,5,114.3,205.3,134.7,232.4,3.9,3.9,Low,Low,-0.15775231899851289,0.5673965426567726,-0.7251488616552855
Ventura,Chronic Composite,720.24,582.64,5,,,,,,,,,1.9470011047241333,,
Ventura,Community-Acquired Pneumonia,103.2,83.82000000000001,5,96.9,125.2,88.5,133.3,4.5,4.5,High,Low,-0.37337955022284114,-0.1773805540937747,-0.19599899612906643
Ventura,Diabetes Composite,234.74,188.56,5,205.2,138.1,223.4,147.8,5.2,5.6,Low,Low,0.12127698963150388,-0.05743517896166418,0.17871216859316807
Ventura,Diabetes Long-term Complications,114.97999999999999,93.12,5,,,,,,,,,-0.32908082710071723,,
Ventura,Diabetes Short-term Complications,69.32000000000001,56.279999999999994,5,,,,,,,,,-0.500785385484094,,
Ventura,Heart Failure,323.78000000000003,279.54,5,293.5,147.1,353.7,161.2,4.9,4.9,Low,Low,0.45611215998752397,0.02624764089794787,0.4298645190895761
Ventura,Hypertension,56.7,41.0,5,45.0,146.9,49.0,161.5,2.8,3.0,Low,Low,-0.5482429309680673,0.02438802267884549,-0.5726309536469127
Ventura,Lower-Extremity Amputation (Diabetes),34.0,27.68,5,,,,,,,,,-0.6336063447942314,,
Ventura,Overall Composite,938.74,762.3199999999999,5,,,,,,,,,2.7686709690861098,,
Ventura,Uncontrolled Diabetes,36.62,27.860000000000003,5,,,,,,,,,-0.6237538274275111,,
Ventura,Urinary Tract Infection,113.64000000000001,95.9,5,107.3,132.0,84.4,140.1,3.8,3.7,High,Low,-0.334119900868429,-0.11415353464429008,-0.21996636622413895
Yolo,Acute Composite,93.38,83.02000000000001,5,,,,,,,,,-0.4103076878339835,,
Yolo,Asthma in Younger Adults (Age 18-39),8.0,7.459999999999999,5,7.9,236.3,16.0,351.2,3.3,2.5,Low,Low,-0.731379417899089,0.8556373666176587,-1.5870167845167478
Yolo,COPD or Asthma in Older Adults (Age 40+),130.84,126.42,5,147.4,235.6,134.7,232.4,3.9,3.9,High,High,-0.26943925250675405,0.8491287028507998,-1.1185679553575538
Yolo,Chronic Composite,527.3399999999999,479.21999999999997,5,,,,,,,,,1.2216001123423241,,
Yolo,Community-Acquired Pneumonia,50.239999999999995,44.6,5,55.8,109.9,88.5,133.3,4.0,4.5,Low,Low,-0.5725357791318125,-0.31964134785511517,-0.25289443127669736
Yolo,Diabetes Composite,134.8,143.14000000000001,5,165.7,118.5,223.4,147.8,5.2,5.6,Low,Low,-0.2545476613723218,-0.23967776443370817,-0.014869896938613653
Yolo,Diabetes Long-term Complications,62.14,59.879999999999995,5,,,,,,,,,-0.5277857956722817,,
Yolo,Diabetes Short-term Complications,45.0,56.54,5,,,,,,,,,-0.5922408138652532,,
Yolo,Heart Failure,285.88,245.45999999999998,5,255.9,122.5,353.7,161.2,4.8,4.9,Low,Low,0.3135891034231353,-0.20248540005165835,0.5160745034747937
Yolo,Hypertension,25.419999999999998,23.919999999999998,5,24.8,122.4,49.0,161.5,2.2,3.0,Low,Low,-0.6658714589188344,-0.20341520916120956,-0.4624562497576248
Yolo,Lower-Extremity Amputation (Diabetes),22.64,22.6,5,,,,,,,,,-0.6763256567354308,,
Yolo,Overall Composite,622.3399999999999,562.26,5,,,,,,,,,1.5788478794562268,,
Yolo,Uncontrolled Diabetes,14.319999999999999,13.38,5,,,,,,,,,-0.7076130401289852,,
Yolo,Urinary Tract Infection,43.28,38.42,5,47.3,116.1,84.4,140.1,3.0,3.7,Low,Low,-0.5987088787014206,-0.2619931830629381,-0.3367156956384825
Yuba,Acute Composite,259.56,234.28000000000003,5,,,,,,,,,0.2146126694185256,,
Yuba,Asthma in Younger Adults (Age 18-39),15.725,13.95,5,11.0,91.5,16.0,351.2,1.0,2.5,Low,Low,-0.7023295336785111,-0.49072622401254434,-0.2116033096659668
Yuba,COPD or Asthma in Older Adults (Age 40+),321.22,304.78000000000003,5,311.0,70.3,134.7,232.4,4.7,3.9,High,Low,0.4464852727895072,-0.6878457552374083,1.1343310280269154
Yuba,Chronic Composite,1155.3600000000001,1143.94,5,,,,,,,,,3.583271088162043,,
Yuba,Community-Acquired Pneumonia,150.98,139.9,5,172.6,40.4,88.5,133.3,5.9,4.5,High,Low,-0.19370272587860668,-0.9658586789932305,0.7721559531146238
Yuba,Diabetes Composite,293.52000000000004,333.68,5,366.0,41.9,223.4,147.8,6.1,5.6,High,Low,0.34231934490471666,-0.9519115423499618,1.2942308872546784
Yuba,Diabetes Long-term Complications,120.96,132.12,5,,,,,,,,,-0.30659302028659996,,
Yuba,Diabetes Short-term Complications,113.05999999999999,139.4,5,,,,,,,,,-0.3363009924992298,,
Yuba,Heart Failure,604.68,568.0,5,505.1,61.1,353.7,161.2,6.4,4.9,High,Low,1.5124373998011584,-0.7733881933161229,2.2858255931172815
Yuba,Hypertension,60.5,64.84,5,59.1,61.1,49.0,161.5,5.2,3.0,High,Low,-0.5339530202835111,-0.7733881933161229,0.23943517303261175
Yuba,Lower-Extremity Amputation (Diabetes),47.96,54.779999999999994,5,,,,,,,,,-0.5811097255425463,,
Yuba,Overall Composite,1420.6200000000001,1378.22,5,,,,,,,,,4.580782064000294,,
Yuba,Uncontrolled Diabetes,31.8,33.42,5,,,,,,,,,-0.641879450980027,,
Yuba,Urinary Tract Infection,108.02000000000001,94.36,5,108.7,37.8,84.4,140.1,4.7,3.7,High,Low,-0.3552539266703252,-0.990033715841563,0.6347797891712378
